id,bucket_id,name,metadata,created_at,updated_at
9ea9d47f-4bdf-4620-8fac-e8d7244dd9c7,log-attachments,logs/2026/07/18/72f18ef0-4c88-49a5-a87d-5a35170e7ad5.png,"{""eTag"":""\""105d8e5a25c60ed7ea0733176a9e3b73\"""",""size"":2061787,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:54.000Z"",""contentLength"":2061787,""httpStatusCode"":200}",2026-07-18 13:14:53.204586+00,2026-07-18 13:14:53.204586+00
4928a29a-38a7-4279-b484-8c7af3007225,log-attachments,logs/2026/07/18/77c1fd7a-b9d0-444f-b589-ce6361c9ba23.png,"{""eTag"":""\""cd31a2db0f5e3f4e5cbaddcd0027f2e5\"""",""size"":2107042,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:11.000Z"",""contentLength"":2107042,""httpStatusCode"":200}",2026-07-18 13:14:10.180512+00,2026-07-18 13:14:10.180512+00
51099928-3ce6-4a5d-a9da-a3a8b1495267,log-attachments,logs/2026/07/18/855a5eae-108b-4bc9-8668-2154529bb59c.png,"{""eTag"":""\""3e29a21a62688c3b1c5f1008804da8f5\"""",""size"":2199371,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:38.000Z"",""contentLength"":2199371,""httpStatusCode"":200}",2026-07-18 13:14:37.512336+00,2026-07-18 13:14:37.512336+00
b0de1ef6-ba94-4946-b0ec-68f038fe9a7b,log-attachments,logs/2026/07/18/8eda5c39-a05a-4605-a1e5-170e8a14da80.png,"{""eTag"":""\""436ad841015e1cd117d299e9f7c3c4b3\"""",""size"":1793316,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:15:00.000Z"",""contentLength"":1793316,""httpStatusCode"":200}",2026-07-18 13:15:00.007085+00,2026-07-18 13:15:00.007085+00
7eeab50d-ebf0-4fa2-a8c6-872b5b3ad1c8,log-attachments,logs/2026/07/18/a1e40341-cc08-46be-94cd-98ac355e8554.png,"{""eTag"":""\""64341bde26edef2365e3406394135f01\"""",""size"":1972002,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:07.000Z"",""contentLength"":1972002,""httpStatusCode"":200}",2026-07-18 13:14:06.425088+00,2026-07-18 13:14:06.425088+00
aaa3a8f9-ca1e-421f-a3b9-875b23192a75,log-attachments,logs/2026/07/18/a7e8d3af-4967-4775-a03f-b5d227873476.png,"{""eTag"":""\""e2a9e37f6b414fa8583e09146d3153f9\"""",""size"":2051022,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:14.000Z"",""contentLength"":2051022,""httpStatusCode"":200}",2026-07-18 13:14:13.752582+00,2026-07-18 13:14:13.752582+00
7af04b96-5f4c-45d3-a499-d11fc4448a63,log-attachments,logs/2026/07/18/aeb19bb5-db46-4ec4-8cf6-ffa96ea5f8ca.png,"{""eTag"":""\""a29b32ad5e6db56e1292ca6c1c640873\"""",""size"":1685624,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:23.000Z"",""contentLength"":1685624,""httpStatusCode"":200}",2026-07-18 13:14:22.596622+00,2026-07-18 13:14:22.596622+00
32211aff-284d-4d5e-baa3-116153080391,log-attachments,logs/2026/07/18/b73ff276-712b-41c6-a497-25468b8dd6ca.png,"{""eTag"":""\""88a28c90a1ef85e39f8280ef35236e92\"""",""size"":2138042,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:14:41.000Z"",""contentLength"":2138042,""httpStatusCode"":200}",2026-07-18 13:14:40.521225+00,2026-07-18 13:14:40.521225+00
94b3ab80-65ec-497f-9471-34c9381adf4d,log-attachments,logs/2026/07/18/bfabb86f-c76b-4219-afb7-ff9787114591.png,"{""eTag"":""\""d328355ce23f06fb1f9f85e599f7573b\"""",""size"":1785918,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:15:09.000Z"",""contentLength"":1785918,""httpStatusCode"":200}",2026-07-18 13:15:08.546326+00,2026-07-18 13:15:08.546326+00
909ead2f-5d63-4c09-bb5e-4d18451224d7,log-attachments,logs/2026/07/18/cb4b082b-d0e3-4728-b55c-33575de3ee30.png,"{""eTag"":""\""f1b6de1d58f39a3e98ab85e1f4b14d0d\"""",""size"":1537643,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-07-18T13:15:26.000Z"",""contentLength"":1537643,""httpStatusCode"":200}",2026-07-18 13:15:25.994417+00,2026-07-18 13:15:25.994417+00
