id,bucket_id,name,metadata,created_at,updated_at
117829a9-60df-4608-984f-01b3b0441368,log-attachments,logs/2026/06/14/4f2d2b57-5c3f-4277-ab88-968f3cdcffb8.md,"{""eTag"":""\""75f5c5ee63fad0ae3d374b08de4da210\"""",""size"":1295,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-14T13:18:09.000Z"",""contentLength"":1295,""httpStatusCode"":200}",2026-06-14 13:18:08.602623+00,2026-06-14 13:18:08.602623+00
daa88ffc-ea08-4570-b5c2-2a750dc14e6c,log-attachments,logs/2026/06/14/c257e95f-0a4a-48d5-9eb6-adb555c03d0f.pdf,"{""eTag"":""\""5cc8223f22a8df6ca20dc89d3cf3388c\"""",""size"":173755,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-14T13:18:58.000Z"",""contentLength"":173755,""httpStatusCode"":200}",2026-06-14 13:18:57.842872+00,2026-06-14 13:18:57.842872+00
c803dd7f-3bd9-4525-873b-029feeceb7d7,log-attachments,logs/2026/06/14/c70a2035-a7aa-437c-a210-cef62f8a59eb.pdf,"{""eTag"":""\""d0b37fa4525a9ae630bda9920bce199f\"""",""size"":159840,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-14T13:18:58.000Z"",""contentLength"":159840,""httpStatusCode"":200}",2026-06-14 13:18:57.570475+00,2026-06-14 13:18:57.570475+00
c6522f71-8f41-4aac-9437-727ac4b76658,log-attachments,logs/2026/06/14/ca647db0-225a-4335-bff5-afdaba08bebc.pdf,"{""eTag"":""\""1f4e82b0eeed91bce58468073bad834a\"""",""size"":213637,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-14T13:18:58.000Z"",""contentLength"":213637,""httpStatusCode"":200}",2026-06-14 13:18:57.339824+00,2026-06-14 13:18:57.339824+00
0132e9c4-2016-497c-8fe6-bce5d35f30b2,log-attachments,logs/2026/06/14/f2505acd-c245-4799-bad3-9f5edcf08621.md,"{""eTag"":""\""082b8ba2536cd1e303c0f87078b92035\"""",""size"":972,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-14T13:18:09.000Z"",""contentLength"":972,""httpStatusCode"":200}",2026-06-14 13:18:08.385291+00,2026-06-14 13:18:08.385291+00
f63c1216-520a-4d7b-99ce-eb0dbbd29245,log-attachments,logs/2026/06/14/f48b135f-5203-4107-a4e9-f5ca4cc79050.md,"{""eTag"":""\""7fd31b62818dd2fccac6ee167f2ed214\"""",""size"":2492,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-14T13:18:09.000Z"",""contentLength"":2492,""httpStatusCode"":200}",2026-06-14 13:18:08.11441+00,2026-06-14 13:18:08.11441+00
360aff2b-ab95-4ff7-aac1-f1ff4aba049f,log-attachments,logs/2026/06/17/4ea4818b-9a45-451f-8b2e-c248f0cb6e3b.pdf,"{""eTag"":""\""2e3226f32fa57687f3166c04f8afccaf\"""",""size"":197866,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:36:31.000Z"",""contentLength"":197866,""httpStatusCode"":200}",2026-06-16 22:36:30.966296+00,2026-06-16 22:36:30.966296+00
57cab7ea-df3f-4cda-98fe-696b861bae26,log-attachments,logs/2026/06/17/4ec16e8b-fedc-4862-9a0a-d6da1000ba04.md,"{""eTag"":""\""46ba5fcc6f71786e1ff5e2dbd949363d\"""",""size"":891,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:32:37.000Z"",""contentLength"":891,""httpStatusCode"":200}",2026-06-16 22:32:36.060519+00,2026-06-16 22:32:36.060519+00
3e02d82d-7bcd-4013-94a4-84cc48819fee,log-attachments,logs/2026/06/17/8380957b-0ede-47a4-bae2-c29a3b6d2237.md,"{""eTag"":""\""6597439e3d060132c29505c5322e3b0a\"""",""size"":1131,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:36:21.000Z"",""contentLength"":1131,""httpStatusCode"":200}",2026-06-16 22:36:20.243601+00,2026-06-16 22:36:20.243601+00
20a58ff3-0a0f-4372-bba1-b8d918cc35fb,log-attachments,logs/2026/06/17/8a3005fe-6695-460a-8745-43d230b1c7ed.pdf,"{""eTag"":""\""58d91b4b4a5022cc871cf258d3884622\"""",""size"":164429,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:36:31.000Z"",""contentLength"":164429,""httpStatusCode"":200}",2026-06-16 22:36:30.706104+00,2026-06-16 22:36:30.706104+00
b564648a-880d-4076-aec7-6f00a61bd2e6,log-attachments,logs/2026/06/17/8a9cd84f-b1ad-4cd1-a254-70263cd5c133.md,"{""eTag"":""\""46ba5fcc6f71786e1ff5e2dbd949363d\"""",""size"":891,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:36:20.000Z"",""contentLength"":891,""httpStatusCode"":200}",2026-06-16 22:36:19.838896+00,2026-06-16 22:36:19.838896+00
515cca09-a005-4080-a32b-95c3753199f6,log-attachments,logs/2026/06/17/8de95c0f-96a1-4f03-8770-b7159ad23c64.pdf,"{""eTag"":""\""5eb3d9d2cddf89b8ad2bb3607b6da127\"""",""size"":170889,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:34:00.000Z"",""contentLength"":170889,""httpStatusCode"":200}",2026-06-16 22:33:59.365703+00,2026-06-16 22:33:59.365703+00
00e1e5b1-8348-410a-ac2c-235b6ce4d574,log-attachments,logs/2026/06/17/a7728e89-74a4-4017-82a5-c04e2297e782.pdf,"{""eTag"":""\""58d91b4b4a5022cc871cf258d3884622\"""",""size"":164429,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-06-16T22:33:59.000Z"",""contentLength"":164429,""httpStatusCode"":200}",2026-06-16 22:33:58.723479+00,2026-06-16 22:33:58.723479+00
