id,bucket_id,name,metadata,created_at,updated_at
54246121-da3c-4e43-b46d-5d8a0d24deb5,log-attachments,logs/2026/08/08/ab86363c-35c2-4d23-a8a3-1440d20871d9.png,"{""eTag"":""\""2baf0c57c6e8d1558cd643f331471c44\"""",""size"":1185268,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:51:04.000Z"",""contentLength"":1185268,""httpStatusCode"":200}",2026-08-08 12:51:04.017858+00,2026-08-08 12:51:04.017858+00
f86e3ae0-a7e8-40aa-ba2e-9f5aac639251,log-attachments,logs/2026/08/08/b2081039-da04-4b65-8a68-34c0c7c687b4.png,"{""eTag"":""\""2406cc7fd13bf86fe6aa42173e0f063a\"""",""size"":1844697,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:51:06.000Z"",""contentLength"":1844697,""httpStatusCode"":200}",2026-08-08 12:51:05.676098+00,2026-08-08 12:51:05.676098+00
2cf777d5-bd1b-4eb7-8af4-8bac54be90ce,log-attachments,logs/2026/08/08/b7bfb298-336f-42f3-93e6-f43c794dab02.png,"{""eTag"":""\""4f20a3d8982c2fa200a38e8c9c47cc37\"""",""size"":1968637,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:51:08.000Z"",""contentLength"":1968637,""httpStatusCode"":200}",2026-08-08 12:51:07.101928+00,2026-08-08 12:51:07.101928+00
f102800f-8ff3-45d4-95a1-f193181ba04c,log-attachments,logs/2026/08/08/ba765a3f-a3a7-4a6b-adf4-15d4309721a3.png,"{""eTag"":""\""dd4da3abd7e9ba325331e5f578777d11\"""",""size"":1942784,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:51:07.000Z"",""contentLength"":1942784,""httpStatusCode"":200}",2026-08-08 12:51:06.754534+00,2026-08-08 12:51:06.754534+00
7528aa5c-71e2-4844-8491-0822be18c82d,log-attachments,logs/2026/08/08/bd5a1cc9-8173-453b-a078-4a109969d258.png,"{""eTag"":""\""821c53d6fbfb8dd2d0eb3889502a14a5\"""",""size"":1983319,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:51:08.000Z"",""contentLength"":1983319,""httpStatusCode"":200}",2026-08-08 12:51:07.423162+00,2026-08-08 12:51:07.423162+00
3679e033-a31c-4a0e-9168-4c7ba6b3d977,log-attachments,logs/2026/08/08/db25f443-f9da-4958-a98f-5901e290b559.png,"{""eTag"":""\""2baf0c57c6e8d1558cd643f331471c44\"""",""size"":1185268,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:55:15.000Z"",""contentLength"":1185268,""httpStatusCode"":200}",2026-08-08 12:55:14.532479+00,2026-08-08 12:55:14.532479+00
ee14a6c6-0765-4cc7-9e33-d870c94e6070,log-attachments,logs/2026/08/08/de4a7f5f-d8dd-440a-8e07-bde190c482bb.png,"{""eTag"":""\""4f20a3d8982c2fa200a38e8c9c47cc37\"""",""size"":1968637,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:55:23.000Z"",""contentLength"":1968637,""httpStatusCode"":200}",2026-08-08 12:55:22.304781+00,2026-08-08 12:55:22.304781+00
b361f663-6ba8-4d88-a94d-0009c8e165f6,log-attachments,logs/2026/08/08/dfbd080d-372e-44d2-838b-d0573aeadb5c.png,"{""eTag"":""\""dd4da3abd7e9ba325331e5f578777d11\"""",""size"":1942784,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:55:25.000Z"",""contentLength"":1942784,""httpStatusCode"":200}",2026-08-08 12:55:24.624779+00,2026-08-08 12:55:24.624779+00
efe650a8-f4bc-425a-a1c4-a5e380c9c881,log-attachments,logs/2026/08/08/e93e0193-b069-4dc1-8f7e-93ba2a7c48a4.png,"{""eTag"":""\""2406cc7fd13bf86fe6aa42173e0f063a\"""",""size"":1844697,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:55:31.000Z"",""contentLength"":1844697,""httpStatusCode"":200}",2026-08-08 12:55:30.647234+00,2026-08-08 12:55:30.647234+00
9b983bab-8459-4e4d-8d10-669fb405a248,log-attachments,logs/2026/08/08/ed871f67-5648-48ec-b457-3f78ff5e118b.png,"{""eTag"":""\""e357863185dd91b33559e58da38618c3\"""",""size"":1856798,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-08T12:51:06.000Z"",""contentLength"":1856798,""httpStatusCode"":200}",2026-08-08 12:51:06.037903+00,2026-08-08 12:51:06.037903+00
