id,bucket_id,name,metadata,created_at,updated_at
8addde65-a9e2-4289-9441-25c1d2da6aa5,log-attachments,logs/2026/08/23/803e323b-bf98-47f3-9f61-a5e1a2340079.png,"{""eTag"":""\""2a80a1f4bf0dfb9655cf43f6eb468524\"""",""size"":1762524,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T02:21:25.000Z"",""contentLength"":1762524,""httpStatusCode"":200}",2026-08-23 02:21:24.368896+00,2026-08-23 02:21:24.368896+00
2e3e3fab-6f9d-4188-bd3c-49642ebce560,log-attachments,logs/2026/08/23/8263d652-c67d-477b-adf7-a928433ddc8d.png,"{""eTag"":""\""e95182f838edcd4c7948e621268207d6\"""",""size"":1820055,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-22T16:41:03.000Z"",""contentLength"":1820055,""httpStatusCode"":200}",2026-08-22 16:41:02.148804+00,2026-08-22 16:41:02.148804+00
d2352014-bc07-470f-b13a-87921a19ca53,log-attachments,logs/2026/08/23/837af7e2-61b1-4636-914f-25b28c662d7b.png,"{""eTag"":""\""c2b8e8f1ffcb31f8ad090dce1e653833\"""",""size"":1820424,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T01:53:04.000Z"",""contentLength"":1820424,""httpStatusCode"":200}",2026-08-23 01:53:03.071476+00,2026-08-23 01:53:03.071476+00
c67c9fab-c21b-4d45-b782-936b1b5bcb16,log-attachments,logs/2026/08/23/86b49f8e-d958-4512-b4d6-eb0d51666639.png,"{""eTag"":""\""c2b8e8f1ffcb31f8ad090dce1e653833\"""",""size"":1820424,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T02:21:25.000Z"",""contentLength"":1820424,""httpStatusCode"":200}",2026-08-23 02:21:24.97202+00,2026-08-23 02:21:24.97202+00
559e4c5c-2a11-439b-b51d-28cbcf454acc,log-attachments,logs/2026/08/23/8a553db3-e6d9-4fd0-923f-dc65ba196d64.pdf,"{""eTag"":""\""02d0389ed9a89ad9a5ed15da9232f70e-2\"""",""size"":17821359,""mimetype"":""application/pdf"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T02:33:41.000Z"",""contentLength"":17821359,""httpStatusCode"":200}",2026-08-23 02:33:41.447157+00,2026-08-23 02:33:41.447157+00
a4519287-807d-4ba4-92d1-22a27c222e84,log-attachments,logs/2026/08/23/8ab5573e-ad62-4e77-a274-d1a41bef726f.png,"{""eTag"":""\""b705520bb51485363cf60a63b698691a\"""",""size"":1867513,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T02:32:25.000Z"",""contentLength"":1867513,""httpStatusCode"":200}",2026-08-23 02:32:24.294231+00,2026-08-23 02:32:24.294231+00
6b65bb0c-2d4c-4461-9929-338b8579e210,log-attachments,logs/2026/08/23/8d734140-8985-4430-a11e-4e7b430c7a41.png,"{""eTag"":""\""b705520bb51485363cf60a63b698691a\"""",""size"":1867513,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T01:57:48.000Z"",""contentLength"":1867513,""httpStatusCode"":200}",2026-08-23 01:57:47.962637+00,2026-08-23 01:57:47.962637+00
595056bc-b60a-4493-ada0-0d38dcbb8125,log-attachments,logs/2026/08/23/90cc2b97-220d-4f3e-af36-06cadfe88db7.md,"{""eTag"":""\""858f5864c8721cf095eb399bbfba2618\"""",""size"":21951,""mimetype"":""text/markdown"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-22T16:40:39.000Z"",""contentLength"":21951,""httpStatusCode"":200}",2026-08-22 16:40:38.727954+00,2026-08-22 16:40:38.727954+00
97cf6cb7-1ca2-492e-ac9f-e97077a31aee,log-attachments,logs/2026/08/23/92d620bf-bb4b-4a76-91bc-da336deb9df7.png,"{""eTag"":""\""2c75ea908dd6ab650c687aec4fcfb01e\"""",""size"":1818384,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T02:17:22.000Z"",""contentLength"":1818384,""httpStatusCode"":200}",2026-08-23 02:17:21.464589+00,2026-08-23 02:17:21.464589+00
98f8effe-a79d-40eb-8e25-2597df5ee0e3,log-attachments,logs/2026/08/23/9322d828-b451-4e2f-b840-5f58c2026520.png,"{""eTag"":""\""70ded41661eef92abb85bb6481d8d969\"""",""size"":1869746,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-23T02:21:26.000Z"",""contentLength"":1869746,""httpStatusCode"":200}",2026-08-23 02:21:25.651727+00,2026-08-23 02:21:25.651727+00
