id,bucket_id,name,metadata,created_at,updated_at
3df82f10-260a-4689-ba67-6aa02f9c52f0,log-attachments,logs/2026/08/22/99a47e04-9bf7-4de1-9330-3a3633b1bedb.png,"{""eTag"":""\""2bfcd118717cfdd9cc739645fb0dd08a\"""",""size"":1524358,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T16:28:47.000Z"",""contentLength"":1524358,""httpStatusCode"":200}",2026-08-21 16:28:46.312526+00,2026-08-21 16:28:46.312526+00
2d2af40b-31e2-4374-a9d3-58a9a6476265,log-attachments,logs/2026/08/22/9c0bd3df-6729-4711-b841-d8a6d95f51fc.png,"{""eTag"":""\""eb8561c156d549349315cebc0d7a42d1\"""",""size"":1646491,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T15:59:38.000Z"",""contentLength"":1646491,""httpStatusCode"":200}",2026-08-21 15:59:37.795281+00,2026-08-21 15:59:37.795281+00
958d43a1-dd39-4776-af4b-15938b98b912,log-attachments,logs/2026/08/22/9cbc608e-664f-4724-8e28-eba6291a5a8c.png,"{""eTag"":""\""884304303e6708d7d8bca685daff53b3\"""",""size"":1465697,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T17:18:49.000Z"",""contentLength"":1465697,""httpStatusCode"":200}",2026-08-21 17:18:48.450449+00,2026-08-21 17:18:48.450449+00
0387fbd3-5267-4f27-a515-51ff9c6fafb2,log-attachments,logs/2026/08/22/9cfcc781-570a-4907-bbe8-9bdc22be79ba.png,"{""eTag"":""\""eb8561c156d549349315cebc0d7a42d1\"""",""size"":1646491,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T17:30:20.000Z"",""contentLength"":1646491,""httpStatusCode"":200}",2026-08-21 17:30:19.367499+00,2026-08-21 17:30:19.367499+00
2af41c09-552c-4000-be24-07466c7242fe,log-attachments,logs/2026/08/22/9da41ccc-a542-4eb2-b4d1-7b531fdc38dc.jpg,"{""eTag"":""\""3912493cba307be26f1c532476259b4d\"""",""size"":53584,""mimetype"":""image/jpeg"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T18:05:29.000Z"",""contentLength"":53584,""httpStatusCode"":200}",2026-08-21 18:05:28.177782+00,2026-08-21 18:05:28.177782+00
a508d015-1bf4-4350-86b6-e938a494b0d0,log-attachments,logs/2026/08/22/9f8b8716-bd5c-4f0d-8798-824c07e0d9c8.png,"{""eTag"":""\""b2bd84aa64087b18cc0a9ef188b5b0f6\"""",""size"":1453991,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T16:48:47.000Z"",""contentLength"":1453991,""httpStatusCode"":200}",2026-08-21 16:48:46.787499+00,2026-08-21 16:48:46.787499+00
23b51e35-bef7-4fb5-bbfa-2a97c816c931,log-attachments,logs/2026/08/22/a155ef77-7d8f-46d5-b02c-990b5cbba91f.png,"{""eTag"":""\""2bfcd118717cfdd9cc739645fb0dd08a\"""",""size"":1524358,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T16:48:47.000Z"",""contentLength"":1524358,""httpStatusCode"":200}",2026-08-21 16:48:46.471491+00,2026-08-21 16:48:46.471491+00
a8a18181-b7bc-463a-9acd-e455ce960a83,log-attachments,logs/2026/08/22/a48b8454-e133-49ca-8bf3-67bcecae8f26.png,"{""eTag"":""\""414eb99ada2eb520a38e44a0bf43cbf4\"""",""size"":1556109,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T17:18:49.000Z"",""contentLength"":1556109,""httpStatusCode"":200}",2026-08-21 17:18:48.120887+00,2026-08-21 17:18:48.120887+00
21e9c6d9-76f3-41ce-9580-54ff18e29246,log-attachments,logs/2026/08/22/a4fd5457-f00b-49d3-a8c8-819d7da820e2.png,"{""eTag"":""\""5f612d103a24c30f521c0cb7a1b1e709\"""",""size"":1472088,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T16:28:46.000Z"",""contentLength"":1472088,""httpStatusCode"":200}",2026-08-21 16:28:45.816217+00,2026-08-21 16:28:45.816217+00
2c86c16d-650a-4ef7-a93a-fd29b2bd0d0c,log-attachments,logs/2026/08/22/a5e9a80e-6a10-4896-a6f5-f552099f4eb2.png,"{""eTag"":""\""b2bd84aa64087b18cc0a9ef188b5b0f6\"""",""size"":1453991,""mimetype"":""image/png"",""cacheControl"":""max-age=3600"",""lastModified"":""2026-08-21T16:25:16.000Z"",""contentLength"":1453991,""httpStatusCode"":200}",2026-08-21 16:25:16.026921+00,2026-08-21 16:25:16.026921+00
