id,title,content,tags,created_at,user_id,updated_at,comment_count,view_count,like_count,last_activity_at,hot_score,deleted_at,deleted_by,deleted_reason,is_deleted,account_key,source_id,source_date,legacy_id,is_hidden,duplicate_of,deleted_scope,delete_note,table_data,attachments,links,import_source,source_filename
291ff788-2e14-419a-812e-7fa2ec861532,「拭いている（ふいている）」,"「拭いている」は、「拭く（ふく）」という動詞の現在進行形・継続形（〜ている形）で、「何かを拭く動作をしている最中」や「拭くという状態が続いている」ことを意味し、「拭く」「拭う」「こする」「ぬぐう」といった動作（例：汗を拭いている、テーブルを拭いている、涙を拭っている、汚点を拭い去る）を表します。 
意味と使われ方
動作の最中: 「今、まさに拭いているところだよ」
習慣・状態: 「いつもここで手を拭いている」
関連する言葉
拭く (ふく): 一般的に「拭く」は布などでこすって汚れや水分を取ること。「拭う（ぬぐう）」は、涙や汗、恥などを拭い去る、という意味合いで使われることもあります。
「拭」の漢字: 「拭く」「拭う」の他にも、「拭（しょく）」などの読み方があります。 
例文
「彼女はハンカチで涙を拭いている。」 (涙を拭う動作の最中)
「テーブルの上の水を拭いているところです。」 (拭く動作の最中)","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-31 23:29:35.168+00,1767223775168,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
2afe9f66-d02c-4fa5-bb1b-76151a9e60fa,「傷つける」（きずつける）,"「傷つける」（きずつける）とは、肉体的な怪我を負わせること、または精神的に深くダメージを与え、心を痛めることの2つの主な意味があり、「傷つく」（きずつく）の他動詞形で、相手に危害を加える行為全般を指します。これは「けがをさせる」「痛めつける」「精神的に追い詰める」「心を深く傷つける」「（自傷行為として）自分自身を傷つける」といった様々な状況で使われ、言葉や行動、暴力など様々な形で発生します。 
意味と使い方
肉体的な傷
物理的にケガをさせる、外傷を与えること。
例：「ナイフで人を傷つける」「暴行で相手を傷つける」
精神的な傷
相手の心を深く傷つけ、悲しみや苦痛を与えること。
例：「心ない言葉で友人を傷つける」「彼の裏切りは私を深く傷つけた」
言い換え表現：打ちのめす、心を痛める、ダメージを与える、踏みにじるなど。
自分自身を傷つける（自傷行為）
つらい感情から逃れるために、意図的に自分の体を傷つける行為（リストカットなど）。
例：「ストレスで自分を傷つけてしまう」 
関連する言葉・表現
傷つく（きずつく）: 「傷つける」の受け身・自動詞形で、自分が傷を負うこと。
傷つける（相手に）: 痛めつける、危害を加える、負傷させる。
傷つけられる: 自分が傷つけられること（受け身）。
傷つける（自分に）: 自傷行為、自己破壊。 
「傷つける」は非常に幅広く使われるため、文脈によって肉体的か精神的か、また誰が誰に対して行ったのかを判断することが重要です。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-28 20:18:30.546+00,1766953110546,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
2d85a4e3-f2fa-4d63-9eaa-a5676538b825,「まもなく」,"「まもなく」は「間もなく」と書き、「もうすぐ、すぐに、程なく」といった意味で、時間的にあまり間を置かずに何かが起こることを表します。電車のアナウンスやビジネスシーンでよく使われる丁寧な表現で、硬い状況で使われることが多く、未来の出来事に対して使われますが、過去や現在の状況を説明する際にも使えます（例：回復する間もなく別の風邪をひいた）。 
使い方とニュアンス
時間的な近さ: 「すぐ」よりも少しだけ時間的な余裕がある場合や、丁寧さが必要な場面で使われます。
フォーマルな場面: アナウンス（「まもなく発車いたします」）、ニュース、スピーチ、ビジネスなどで好まれます。
例:
「まもなく会議が始まります」
「まもなく春が来ます」
「まもなくお客様が到着されます」 
類語
もうすぐ: 「まもなく」と似ていますが、より口語的で親しい間柄で使われます。
近日中に: 「まもなく」と同じく、近い将来を指す表現です。
程なく: 「まもなく」と同じく、すぐに、という意味合いで使われます。 
英語での表現
soon, shortly, before long, in a short time, in a little while など。 
飲食店名としての例
「新大久保 まもなく釜山駅」 のように、お店の名前にも使われています。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2026-01-03 01:30:27.932+00,1767403827932,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
2ec92796-d36b-4d4d-ad70-88fedc226d2a,「誓います（ちかいます）」,"「誓います（ちかいます）」は、何かを約束したり、決意を表明したりする際に使う丁寧な表現で、特に結婚式で「はい、誓います」と答える場面や、法廷での宣誓、心に固く決める場合などに使われ、英語では ""I do,"" ""I pledge,"" ""I vow"" などと訳され、「神にかけて誓う」「生涯愛することを誓う」のように使われます。 
「誓います」が使われる主な場面と意味
結婚式：新郎新婦が司式者の問いかけに対し、「はい、誓います」と答えることで、永遠の愛や誠実さを約束します（例：「あなたを一生愛することを誓います」）。
法廷・儀式：聖書などに手を置き、「私がそれをやったのではないと神にかけて誓います」のように、真実を述べることを神聖なものに保証してもらいます。
個人的な決意：心の中で「これから英語を勉強することを誓います」のように、強い決意を表明する際にも使われます。
会社への忠誠：会社に対して「私はこの会社に忠誠を誓います」のように、忠実であることを表明します。 
英語での表現例
I do：結婚式でよく使われる「誓います」。
I pledge/I vow：より強い約束や誓約を表します。 
類語
決意する、心に決める、決心する：より一般的な決意表明。
宣誓する、盟う（ちかう）、契る（ちぎる）：誓うことに関連する言葉。 
「誓います」という言葉は、単なる「約束します」よりも重く、神聖さや強い決意、相手への真剣な気持ちが込められた表現です。

https://youtu.be/RP7yT7INjAc?si=L0o3w-56yJCHPPQY","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-31 23:26:28.997+00,1767223588997,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
30562376-1273-4bb7-bee6-b7b616848850,歌で日本語勉強しましょう。０１．あいみょん　－　ビーナスベルト,"夕方に語りかける鳥のように
유우가타니 카타리카케루 토리노 요-니
해 질 녘에 속삭이는 새처럼

ただ囁くくらいでいいから
타다 사사야쿠 쿠라이데 이이카라
그저 속삭이는 정도로 괜찮으니까

心を読み聞かせて欲しい
코코로오 요미키카세테 호시이
내 마음을 읽어 들려줬으면 해

むかし、むかし
무카시 무카시
옛날 옛적에

ある所で出会った2人みたいに
아루 토코로데 데앗타 후타리 미타이니
어딘가에서 만난 두 사람처럼

約束はもう果たせないかな？
야쿠소쿠와 모- 하타세나이카나
그 약속은 이제 더 이상 지킬 수 없는 걸까?

君の気持ちは どこか新しい場所で
키미노 키모치와 도코카 아타라시이 바쇼데
너의 마음은 어딘가 새로운 곳에서

はじまりの合図 鳴らしてしまったの？
하지마리노 아이즈 나라시테시맛타노
시작의 신호를 울려버린 걸까?

なのに何故 今僕の元へ会いに来たの
나노니 나제 이마 보쿠노 모토에 아이니 키타노
그런데 왜 지금 나를 만나러 온 거야

明らかに染まる 君の頬
아키라카니 소마루 키미노 호호
선명히 물든 너의 뺨

泣いたりしたんだろうな 隠せてない
나이타리 시탄다로-나 카쿠세테나이
울었겠지, 숨기지 못했잖아

崩れた砂場に 残る跡
쿠즈레타 스나바니 노코루 아토
무너진 모래밭에 남은 자국

蹴り飛ばした想いを教えて
케리토바시타 오모이오 오시에테
걷어차 버린 그 마음을 말해줘

つまりは僕にまだ可能性が有ることも
츠마리와 보쿠니 마다 카노-세-가 아루 코토모
즉, 아직 내게 가능성이 남아있다는 것도

君の表情見てれば分かったよ
키미노 효-죠- 미테레바 와캇타요
네 표정을 보면 알 수 있었어

卑怯な女だって思われるのが怖い事も
히쿄-나 온나닷테 오모와레루노가 코와이 코토모
비겁한 여자라고 생각될까봐 두려운 것도

新しい場所が気になる事も
아타라시이 바쇼가 키니 나루 코토모
새로운 곳이 신경 쓰인다는 것도

正直辛いけど ちょっぴり慣れてる
쇼-지키 츠라이케도 춋피리 나레테루
솔직히 괴롭지만 조금은 익숙해졌어

それも切ない気がして 悲しくなるけど
소레모 세츠나이 키가 시테 카나시쿠 나루케도
그조차도 애틋하게 느껴져서 슬퍼지지만

それを突き抜けるほど 期待してしまう
소레오 츠키누케루호도 키타이시테시마우
그걸 뛰어넘을 만큼 기대하게 돼

まだ帰らないでいてほしい
마다 카에라나이데 이테 호시이
아직은 돌아가지 말아줘

君に 君に
키미니 키미니
너에게, 너에게

ゆるやかに伸びる この坂の
유루야카니 노비루 코노 사카노
완만하게 이어지는 이 언덕의

終わりなんて無くたっていいのにな
오와리난테 나쿠탓테 이이노니나
끝 따윈 없어도 좋을 텐데

何話してたか 分からなくなって
나니 하나시테타카 와카라나쿠 낫테
무슨 이야길 했는지도 알 수 없게 되어서

笑っちゃったの 覚えてる？
와랏챳타노 오보에테루
웃어버렸던 거 기억해?

僕ら 何度だってすれ違った
보쿠라 난도닷테 스레치갓타
우린 몇 번이고 엇갈렸고

何度だって離れたんだ
난도닷테 하나레탄다
몇 번이고 멀어졌지

今もただ 試練を与えられてんだ
이마모 타다 시렌오 아타에라레텐다
지금도 여전히 시련을 겪고 있는 거야

きっと
킷토
아마도

明らかに染まる 君の頬
아키라카니 소마루 키미노 호호
선명히 물든 너의 뺨

泣いたりしたんだろうな 隠せてない
나이타리 시탄다로-나 카쿠세테나이
울었겠지, 숨기지 못했잖아

崩れた砂場に 残る跡
쿠즈레타 스나바니 노코루 아토
무너진 모래밭에 남은 자국

蹴り飛ばした想いを教えて
케리토바시타 오모이오 오시에테
걷어차 버린 그 마음을 말해줘

ゆるやかに伸びる この坂の
유루야카니 노비루 코노 사카노
완만하게 이어지는 이 언덕의

終わりなんて無くたっていいのにな
오와리난테 나쿠탓테 이이노니나
끝 따윈 없어도 좋을 텐데

何話してたか 分からなくなって
나니 하나시테타카 와카라나쿠 낫테
무슨 이야길 했는지 알 수 없게 되어서

笑っちゃったの 覚えてる？
와랏챳타노 오보에테루
웃어버렸던 거 기억해?

明らかに染まる
아키라카니 소마루
선명히 물들어가","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-11-24 14:43:28.104+00,1763995408104,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
310640a8-1e46-45fb-8144-688db821a5ed,「話題ずらし（わだいずらし）」,"「話題ずらし」とは、議論や会話の途中で、本来の論点やテーマから意図的・無意識的に別の話題にそらす行為で、「論点のすり替え」「話を逸らす」「話をはぐらかす」などとも呼ばれ、建設的な話し合いを妨げる「詭弁」の一種として使われることもあります。具体的には、「Whataboutism（ホワットアバウティズム）」のように「じゃあ○○はどうなんだ？」と別の論点を持ち出したり、相手の主張のトーンや態度を批判して内容から目をそらさせる「トーンポリシング」など、様々なテクニックがあります。 
主な意味と使われ方
論点のすり替え: 本来議論すべきことから意図的に論点をずらすこと。議論を混乱させ、本質的な解決を遠ざけます。
話を逸らす・はぐらかす: 特定の話題を続けたくないときに、別の話題を振って話をそらすこと。
詭弁の一種: 議論を有利に進めるため、あるいは批判を逃れるために使われる話し方のテクニック。 
具体的な例
「Whataboutism（ホワットアバウティズム）」: 批判された際に、「じゃあ、他の人も同じことをしている（しているじゃないか）」と別の問題を持ち出して、自身の問題から目をそらす手口。
トーンポリシング: 相手の主張内容ではなく、話し方や感情的な部分を批判することで、本題から注意をそらす行為。 
対処法（相手が話題をずらしてきた場合）
論点を再確認する: 「今話しているのは〇〇についてですよね？」と元の論点に戻す。
「話を戻します」と伝える: 「それはそれとして、元の〇〇の話に戻りますが…」と明確に伝える。
同意して話題を変える（相手が意図的にずらしたい場合）: 相手の話に一度共感し、「なるほど、それもそうですね。ところで、さっきの〇〇の話ですが…」と自然に繋げる（note）。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-29 15:12:56.575+00,1767021176575,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
312ec23c-aa21-4ef4-8a94-45f0fe333cd9,「崩れる（くずれる）」,"「崩れる（くずれる）」は、まとまっていたものが壊れて落ちる・形がなくなる（崖が崩れる、建物が倒壊する）ことや、計画・体調・陣形などが乱れる・台無しになる（計画が崩れる、体調が崩れる、総崩れになる）といった意味で使われる動詞です。物理的に壊れること、抽象的な物事がダメになることの両方に使われ、類語には「倒壊する」「瓦解する」「乱れる」などがあります。 
主な意味と例文
物理的に崩壊する:
崖が崩れる（がけがくずれる）
塀が崩れる（へいがくずれる）
建物が崩れる（たてものがくずれる）
計画・予定が台無しになる:
計画が崩れる（けいかくがくずれる）: 計画通りに進まなくなること。
予定が崩れる（よていがくずれる）
体調・調子が悪くなる:
体調が崩れる（たいちょうがくずれる）: 健康状態が悪化すること。
天候が崩れる（てんこうがくずれる）: 悪天候になること。
状態・形が乱れる:
髪の毛が崩れる（かみのけがくずれる）: スタイルが乱れること。
陣形が崩れる（じんけいがくずれる）: 戦闘での隊列が乱れること（総崩れ - そうくずれ）。
（比喩的に）精神状態が不安定になる:
精神が崩れる（せいしんがくずれる）。 
関連する言葉
崩壊（ほうかい）: 完全に壊れてバラバラになること。
瓦解（がかい）: 組織や制度などがバラバラに壊れること。
潰れる（つぶれる）: 押しつぶされて形がなくなること（「崩れる」と似ているが、より物理的な圧迫感がある場合も）。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-29 15:06:56.697+00,1767020816697,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
316d2863-309d-46ac-8406-c9f38e981262,「呼び捨て（よびすて）」,"「呼び捨て（よびすて）」とは、相手の名前（名字や下の名前）に「さん」「ちゃん」「くん」などの敬称をつけずに、名前だけをそのまま呼ぶこと（例：「田中」を「田中」、「太郎」を「太郎」）で、親密さやフランクさの表現、あるいは失礼にあたる場合（特に目上の人や職場）など、関係性によって意味合いが大きく変わる言葉の習慣です。親しい友人や恋人同士では好意や距離の近さを表す一方で、職場や目上の人に対してはパワハラや威圧的と受け取られることもあります。 
呼び捨ての意味と使われ方
親密さ・好意の表現: 恋人や親しい友人に対し、「特別感」や「距離が縮まった」と感じさせる効果があります。
関係性の変化: 「くん・ちゃん」付けから呼び捨てに変わることで、関係が深まったサインとして捉えられることがあります。
「さん」付けとの対比: 「さん付け」が丁寧でよそよそしいと感じられるのに対し、呼び捨てはよりオープンなコミュニケーションを促します。
心理的効果: 相手に「頼もしい」「男らしい」といった印象を与えることもあります。 
呼び捨てが問題になるケース
職場での上下関係: 上司が部下を呼び捨てにすると、「軽んじられている」「威圧的」と感じられ、パワハラと受け取られる可能性があります。
学校での指導: いじめ防止のため、小学校で「さん付け」指導が広がり、「呼び捨て」や「あだ名」が禁止されるケースもあります。 
まとめ
呼び捨ては、関係性や状況によって「親愛」「親密さ」の象徴にも「失礼」「威圧」の象徴にもなり得るため、相手との関係性や文化をよく考えて使うべき表現です。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-29 19:31:59.042+00,1767036719042,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
32a8ede9-79ca-4ead-849d-d19edd411d7b,「首輪（くびわ）」,"「首輪（くびわ）」は首に装着する輪状のものを指し、主にペット（犬・猫など）の識別・誘導用としてリード（引き綱）と併用されますが、人間がファッションやアクセサリーとして身につけるもの、またSMプレイなど特定の用途もあります。ペット用には革製やナイロン製など様々な素材や機能（無駄吠え防止、訓練用など）があり、ハーネス（胴輪）との違いや正しい装着方法（首の特定の位置に合わせる）が重要視されます。 
ペット（犬・猫）の首輪
役割: 迷子札の装着、リードの接続による行動制限・誘導、しつけ。
種類:
フラットカラー: 最も一般的で、バックルで留めるタイプ。素材やデザインが豊富。
チョークカラー/チェーンカラー: 訓練用で、引っ張ると締まるタイプ。
しつけ用: 無駄吠え防止機能（ビープ音、振動、電気ショック）付きなど。
装着のポイント: 顎の真下・耳の真下あたり（第一頸椎）に、指が2本入る程度（約2〜3cm）の隙間を空けて装着するのが理想的。 
人間の首輪
用途:
ファッション/アクセサリー: チョーカーなど。
SM・BDSM: 支配・被支配の関係性を示すアイテムとして。
刑罰: 過去の刑罰具として。 
英語表現
Collar (カラー): 犬・猫の首輪、洋服の襟、首飾りなど。 
その他
ハーネス (胴輪): 首ではなく胴体（胸や肩）に装着するもので、首への負担を減らしたい場合や、首輪を抜けてしまう犬に用いられます。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2025-12-30 00:07:30.492+00,1767053250492,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
36d3b846-70e5-4310-90c8-e9cc07771d35,「冷める（さめる）」,"「冷める（さめる）」は、熱いものが冷たくなる（温度が下がる）ことと、感情や熱意が薄れる（熱が冷める、興味がなくなる）ことの2つの主な意味があり、「コーヒーが冷めた」「恋心が冷めた」のように使われます。物理的な温度が下がる際は「冷える」と混同されがちですが、「冷める」は一度熱を持ったものが自ら熱を失うニュアンスで、「冷える」は常温のものが低温になる、または身体が冷える場合に使われることが多いです。 
主な意味と使い方
物理的な温度が下がる（熱がなくなる）
例：「熱いお茶が冷めてしまった。」
例：「料理が冷める前に食べよう。」
nihongojikan.jp
感情や関心が薄れる
例：「彼の態度に冷めてしまった。」
例：「最初は好きだったけど、だんだん気持ちが冷めてきた。」
jplt-dialogplus.com
「冷める」と「冷える」の違い
冷める（さめる）:
一度熱くなったものが、自ら熱を失って冷たくなる（熱が下がる）。
感情や熱意が薄れる（熱が冷める）。
nihongojikan.jp
冷える（ひえる）:
元々熱くないものが低温になる。
手足やお腹など、身体が冷たくなる（体が冷える）。
nihongojikan.jp 
関連する言葉
冷める：気分が落ち着く、関心がなくなる（沈静、薄らぐ）。
冷める：愛想が尽きる、嫌いになる。","[""import"",""japanese""]",2026-02-22 11:37:06.628315+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,jp-dev-study-log-next,2026-01-01 15:32:05.552+00,1767281525552,false,null,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
