id,title,content,tags,created_at,user_id,updated_at,comment_count,view_count,like_count,last_activity_at,hot_score,deleted_at,deleted_by,deleted_reason,is_deleted,account_key,source_id,source_date,legacy_id,is_hidden,duplicate_of,deleted_scope,delete_note,table_data,attachments,links,import_source,source_filename
a80d4515-99d5-4722-a55d-e8e617f359c8,「登り切る（のぼりきる）」,"「登り切る」とは、坂、山、階段などを頂上や目的地まで最後まで力強く登り終えること、または困難な状況や課題を乗り越えて達成するという意味で使われ、英語では to scale や to finish climbing などと表現されます。特にクライミングなどでは「完登（かんとう）」とも言われ、一定の基準をクリアして登り終えることを指します。 
意味と使い方
物理的に登り終える:
「長い坂道を登り切るために、途中で休憩を取り入れた」。
「険しい山を登り切る」。
比喩的に困難を乗り越える:
「このプロジェクトを何とか登り切るぞ！」
「多くの困難を登り切る」
関連表現:
完登（かんとう）: 登山で一つのルートを登り切ること、または複数の山を登り切ることを指す言葉。 
漢字の使い分け
登る（のぼる）: 坂道や崖、山などを移動して進む場合に使う。
昇る（のぼる）: 日が昇る、エレベーターで上がるなど、一気に高く上がる、上昇する意味で使う。
上る（のぼる）: 全体的に物事が上方向へ進む意味で使う（例: 物価が上る）。 
「登り切る」は、物理的な「登る」に「～し終える」というニュアンスが加わり、「最後までやり遂げる」という強い意志が込められます。","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,e0d26c6d-1f9f-433b-81d8-67a21dfb1b79,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
a8ae5ac6-3923-4ceb-9e38-94d9cd3f860d,「しびれ（痺れ）」,"「しびれ（痺れ）」とは、感覚が鈍くなったり（触覚・痛み・温度を感じにくい）、ピリピリ・ジンジンするような異常な感覚が生じたり、手足に力が入らなくなったりする状態を指し、脳・脊髄・末梢神経の障害、血行不良、栄養不足（ビタミンB群など）、骨格の異常（頚椎症、椎間板ヘルニアなど）など、原因は多岐にわたり、脳卒中などの緊急性の高い病気のサインである場合もあるため、注意が必要です。 
主な「しびれ」の種類と原因
感覚の低下・異常感覚: 触っても鈍い、ピリピリする、針で刺されるような感じなど。
運動麻痺: 手足に力が入らない、動きにくいなど。
原因の部位:
脳・脊髄（中枢神経）: 脳梗塞、脳出血、脊髄の病気など。急激な片側性のしびれは注意。
末梢神経: 手足の神経が圧迫されたり（手根管症候群など）、障害されたりする場合。
骨格・循環: 頚椎や腰椎の神経圧迫（加齢による変化も含む）、動脈硬化による血流不足。
栄養不足: ビタミンB群の不足。 
どんな時に注意が必要か（受診の目安）
急に症状が出た: 特に体の片側（顔、手足など）に現れた場合（脳卒中などの疑い）。
徐々に範囲が広がっていく、別の部位にも出る: 慢性的な病気のサインの可能性。
筋力低下を伴う: 感覚障害と筋力低下が同時に起こる場合。
放置できない感覚: 自分でしか分からない感覚（しびれ）は、周囲に伝わりにくく評価が難しいため、早めの医療機関受診が推奨されます。 
どんな病院を受診すべきか
脳や神経に関わる症状の可能性があるため、まずは脳神経外科や神経内科を受診することが望ましいです。 
「しびれ」は様々な病気が隠れているサインなので、自己判断せず、専門医の診断を受けることが大切です。","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,6a525c5d-a4d2-4a8d-a05a-588b7a8ce6e6,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
aa345388-e4cd-45a5-896c-fd6097c5f75f,脱出,"◆ 탈출.

国外に脱出 する
국외로 탈출하다.","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,9466aea5-4b78-4dfd-97ab-0a3fe902e105,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
afd6fa5b-7e55-4ded-8bbd-766682c86580,「驚いた」と「びっくりした」の違い,"「驚いた」「びっくりした」は、予期せぬ出来事や情報に遭遇して心が動かされる、瞬間的な感情を表す言葉で、日常会話からビジネスまで幅広く使われ、「驚き」「仰天」「吃驚」などの類義語があります。一般的にほぼ同じ意味で使えますが、「びっくりする」はより口語的で、動物には「驚く」が使われる傾向があるなど、ニュアンスの違いもあります。 
「驚いた」と「びっくりした」の使い分け
驚く（おどろく）: 予期せぬ出来事に心が動かされること全般を指し、ややフォーマルな場面でも使えます。動物が驚く際などにも使われます。
びっくりする: 「驚く」よりも口語的で、より軽い驚きや、思わず声が出るような驚きを表すことが多いです。 
類語・言い換え表現
驚愕（きょうがく）・仰天（ぎょうてん）: 非常に驚くこと、度肝を抜かれるような驚き。
吃驚（びっくり）する・吃驚仰天（びっくりぎょうてん）: 驚きを強調する表現。
感銘（かんめい）を受ける: 感動して驚く、深い感心を示す。 
例文
「友達の突然の結婚の報告に驚いた！」（ビジネスシーンでは「驚きました」）。
「急に大きな音がしてびっくりした！」
「彼の才能に感銘を受けました。」 
韓国語の例
「깜짝이야（カムチャギヤ）」は、日本語の「うわ！」「キャ！」に近い、反射的な驚きの感嘆詞です。","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,4c5c430c-009c-4be8-b91e-8f807d70efaa,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
b1e72bbb-d80d-475f-b1b1-0ff9b50007d4,「黙る（だまる）」,"https://youtu.be/95JJ1sTZLlE?si=3Mcwy93f0iJFgd2U

「黙る（だまる）」とは、言葉を発するのをやめること、意見を言わずにいること、音を立てなくなることを指します。多くの場合、「沈黙する」「口をつぐむ」「押し黙る」といった類語があり、英語では「stay silent」や「shut up」などで表現されます。 
主な意味と使い方
発言をやめる: 話すことをやめ、無言になること。「彼は都合が悪いと黙る」のように使われます。
意見を言わない: 主張や考えを口に出さない状態。「黙ることを知らない者は話し上手ではない」といった文例があります。
音を止める: 物音がしなくなること。「泣く子も黙る」のように、静まり返る様子を表すこともあります。 
関連語
沈黙（ちんもく）: 口をきかず、音も立てずにじっとしていること。
口をつぐむ: 口を閉じて、何も言わないこと。
押し黙る: ぐっと口を閉ざし、何も言わなくなること。
黙秘する: 黙ったままで何も言わないこと（特に尋問などで）。
黙り込む: しばらくの間、黙り込むこと。 
英語表現
stay silent: 静かにしている、黙っている。
shut up: 黙れ（命令口調で失礼な場合も）。
clam up: 口を閉ざす、無口になる。

https://mazii.net/ko-KR/search/word/jako/%E9%BB%99%E3%82%8B

◆ 말을 하지 않다; 울음을 그치다.

黙って休む
아무 말 없이 쉬다

黙って本を読む
묵묵히 책을 읽다

泣く子も黙る

◆ (손을 쓰지 않고) 가만히 있다.

黙っていても売れる
가만히 있어도 팔린다

子供の喧嘩を黙って見ている
아이들의 싸움을 가만히 보고만 있다

こんな事をされて黙っておれない
이런 짓을 당하니 잠자코 있을 수 없다","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,0aa726ae-c187-47b7-bceb-5d355911020c,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
b2262c4a-04db-406c-9cc2-1a4f650aa0a3,惜しい、もったいない,"「惜しい（おしい）」と「もったいない」は、どちらも「無駄にすること」や「残念な気持ち」を表しますが、「惜しい」は目標達成にあと一歩だったり、可能性があったのに逃したりした「残念さ」に、「もったいない」は物の価値を十分に活かしきれていない「無駄遣い」を惜しむ気持ちに主に使われます。例えば、サッカーでシュートがわずかに外れたら「惜しい！」、まだ使える化粧品を捨てるのは「もったいない！」となります。 
「惜しい（おしい）」のポイント
意味: 目標に到達できなかった残念さ、あと少しだった惜しさ、才能が活かされなかった残念さ。
例文:
「あと1点だった！惜しい！」 (サッカーで)
「この才能を埋もれさせるなんて、惜しいね。」
「もう少しで合格だったのに、惜しい！」 
「もったいない」のポイント
意味: 物や資源、機会などが無駄になっている状態を惜しむ気持ち。
例文:
「食べ残しを捨てるなんて、もったいない！」
「まだ使える服を捨てるなんて、もったいないよ。」
「せっかくの才能、使わないなんてもったいない。」 
使い分けの例
「惜しい」: 期待や目標に届かなかった「残念！」
「もったいない」: 価値あるものが無駄になっている「もったいない！」 
「もったいない」は、ノーベル平和賞を受賞したワンガリ・マータイ氏が「MOTTAINAI」として世界に広めようとした、日本の「無駄を惜しむ心」を表す言葉としても知られています。

https://m.blog.naver.com/popsiclez/221391121457

•惜(お)しい:
(1)소중한 것을 잃고 싶지 않다.
(2)조금의 차이로 목표를 달성하지 못 해 아쉽다.
일상 생활에서는 (2)의 의미로 사용하는 경우를 쉽게 볼 수 있다. 간단히 말해서, 조금 부족해서 생각처럼 되지 않아 안타까울 때 사용하는 말. 스포츠 경기중에 득점 할 뻔했다가 못 했을 때 사용하는 말이라면 이해하기 쉽지 않을까 싶다. 나 역시, 유학시절 볼링장에 갔다가 여기저기에서 들리는 おしい!를 듣고, 그 뉘앙스를 이해할 수 있었으니까.

あと５点(てん)で合格(ごうかく)だったのに！惜しい！
(5점만 더 있었으면 합격이었는데! 아쉽다!)
テロによって惜しい人物(じんぶつ)をたくさん失(うしな)った。
(테러로 인해 소중한(잃고 싶지 않은) 사람들을 많이 잃었다)

•もったいない:본래 가치가 있는 것이 가치없게 사용되어 안타깝다. 아깝다.
惜しい가 주로 '조금 부족해서 아쉽다'라는 주관적인 감정을 나타낸다면, もったいない는 ‘본래의 가치와 맞지 않다’고 평가할 때 사용되는 경우가 많다.

食(た)べ物(もの)を残(のこす)すなんて、もったいないよ。
(음식을 남기다니, 아까워)
私にはもったいないぐらい良い人と出会(であ)いました。
(저에겐 아까울 정도로 좋은 사람을 만났어요)","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,95f1e414-549f-41de-a71d-82c275a3f9a7,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
b55c901f-7b80-403d-bf6d-87906a21606f,「粘る（ねばる）」,"https://youtu.be/uWQ5Im1pqYg?si=O47nDVHFB5dO3SeB

「粘る（ねばる）」とは、①物理的に柔らかく、くっつく性質（例：餅が粘る）、そして②精神的に諦めずに、根気強く頑張り続ける・しつこく主張する（例：交渉で粘る、最後まで粘る）という2つの主な意味を持ちます。特に後者の「根性・持続力」の意味合いで使われることが多く、最後まで諦めずに食らいつく、しつこく居座る、持ちこたえるといったニュアンスを含みます。 
具体的な使い方とニュアンス
物理的な意味:
「この餅はよく粘るね。」（柔らかくてくっつく感じ）
精神的な意味（粘り強い・しつこい）:
諦めずに頑張る（ポジティブ）: 「試験終了間際まで粘った人が合格した。」「彼は最後まで粘って目標を達成した。」
しつこく居座る・要求する（ややネガティブ）: 「コーヒー1杯で3時間もカフェに粘る。」「値引き交渉でなかなか粘る。」
しぶとく持ちこたえる（状況による）: 「試合終了間際までよく粘った。」 
類語
頑張る系: 踏ん張る、持ちこたえる、食らいつく
しつこい系: 居座る、しつこくする、抵抗する 
「粘る」は、単に頑張るだけでなく、簡単には諦めない、しぶとさを表現する言葉として、日常会話やビジネスシーンで幅広く使われます。

◆(물건이) 잘 달라붙다; 차지게 붙다; 쫀득거리다; 끈적이다.

よく粘る納豆
끈적끈적하게 잘 늘어나는 낫토

小麦粉を粘るまで捏ねる
밀가루가 차질 때까지 치대다

べたべた粘って扱いにくい
끈적끈적 달라붙어 다루기 힘들다

◆끈기 있게 견디어 내다; 끈덕지게 버티다.

あくまで粘る
끝까지 버티다

諦めずに粘る
포기하지 않고 끈기 있게 버텨 내다

もう少し粘ってみることにする
좀 더 버텨 보기로 하다

◆(음식점 등에) 오랫동안 가지 않고 앉아 있다.

看板[閉店]まで粘る
문 닫을 때[폐점 시간]까지 앉아 있다

コーヒー一杯で5時間も粘る
커피 한 잔 시켜 놓고 다섯 시간이나 앉아 있다

https://mazii.net/ko-KR/search/word/jako/%E7%B2%98%E3%82%8B","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,efb994ef-1152-42b5-80a9-b07d83638afd,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
c2454a36-80fc-48fe-a7c0-84f5c549f609,「勘弁（かんべん）」,"「勘弁（かんべん）」とは、相手の過ちや要求を許すこと、見逃すことを意味し、「勘弁してください」のように使われますが、元々は仏教用語で「よく考えて見極めること」を指し、そこから転じて「許す」という意味になった言葉です。類語には「勘弁して」の「勘」が「調べる」、「弁」が「見分ける」という意味があり、これらが組み合わさって「見極めて許す」というニュアンスが生まれました。 
主な意味と使い方
許しを請う、許してほしい: 「もうしないから勘弁してほしい」「勘弁してください」。
勘弁できない: 許しがたい、我慢できないという気持ちを表す。「もう勘弁ならない」。
（人や状況を）許す、見逃す: 「このくらいで勘弁してやろう」。
（仕事や役割などを）免除してほしい: 「PTA役員は勘弁してほしい」。
（相手の迷惑行為などを）やめてほしい: 「長すぎるスピーチは勘弁してほしい」。 
語源
元は禅宗の言葉で、修行者の悟りの深さを見極める「問答（勘弁）」を指した。
そこから、見極めた上で許す（「勘弁ならぬ」は「許せない」）という形で意味が転じ、現代の「許してください」という意味になった。 
類語
堪忍（かんにん）、赦免（しゃめん）、容赦（ようしゃ）、お許し。

◆ (과실 등을) 용서함; 인내함; 해야 할 일을 면해 줌.

勘弁して下さい
용서해 주십시오

もう勘弁出来ない
이제 용서할 수 없다

今回だけは勘弁してやる
이번만은 용서해 주겠다

◆ 사물의 선악을 충분히 생각하여 분별함.
◆ 변통에 능함; 계산에 밝음.

https://mazii.net/ko-KR/search/word/jako/%E5%8B%98%E5%BC%81","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,1226de02-1a42-48b1-b669-722300727403,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
c417471a-dde7-4b25-8d97-94f99a9bb1ea,「巻き込む（まきこむ）」,"「巻き込む（まきこむ）」とは、何かを巻いて中に入れること、または望まない人間関係や事件・紛争などの状況に引き入れる・巻き添えにするという意味で使われますが、ポジティブに「人を巻き込む（=参加・協力させる）」といった文脈でも使われる多義的な言葉です。主に悪い事態に使うことが多いですが、現代では良い目的のために「人を巻き込む力（人を動かす力）」というポジティブな意味合いでも使われます。 
主な意味と使い方
【悪い意味】事件・争いなどに引き入れる
例文: 「事故に巻き込まれた」「紛争に巻き込む」
類語: 巻き添えにする、引き入れる
【良い意味】活動や仕事に協力・参加させる
例文: 「プロジェクトに仲間を巻き込む」「彼の熱意で皆を巻き込んだ」
類語: 誘う、参加させる、引き入れる 
類語・言い換え表現
悪い文脈で: 巻き添えにする、引き込む
良い文脈で: 誘う、招く、引き入れる、関与させる、チーム牽引力、人を動かす力 
ポイント
「巻き込む」は「自分だけではなく、他者もその状況・活動の範囲内に入れる」というニュアンスが強い言葉です。
単に「誘う」だけでなく、「相手の意図とは別に、その流れの中に組み込む」という含みを持つことがあります。

https://mazii.net/ko-KR/search/word/jako/%E5%B7%BB%E3%81%8D%E8%BE%BC%E3%82%80

◆ 말려들게 하다.
◆ 감아서 안으로 넣다.

機械に巻き込まれる
기계에 말려들어 가다

渦に巻き込まれる
소용돌이에 휘말리다

車輪に巻き込まれた
차바퀴에 말려들어 갔다

◆ 끌어들이다; 연루되게 하다; 연좌(連坐)시키다.

事件に巻き込む
사건에 끌어들이다

紛争に巻き込まれる
분쟁에 말려들다

市民を巻き込んだ政争
시민을 끌어들인 정쟁","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,07318039-7962-4d9b-81da-38757bb94e41,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
c583f5b3-ea88-446d-b4aa-c0eae3e051ce,「愛しい（いとしい）」,"「愛しい（いとしい）」とは、大切にしたい、守ってあげたい、可愛がりたいという気持ちが強く湧き上がる様子を表す言葉で、「かわいい」「恋しい」といった意味合いがあり、家族やペット、恋人など、心惹かれる対象全般に使える、愛情のこもった感情です。少し「かわいそう」というニュアンスで使われることもありますが、基本的には愛情や愛着を示すポジティブな感情です。 
「愛しい」の主な意味と使い方
愛情・愛着：守ってあげたいほど大切に思う気持ち。「〇〇が愛しい」。
恋しさ・懐かしさ：会いたくてたまらない、恋しい気持ち。「故郷が愛しい」。
健気さ・感心：小さいものや一生懸命な姿に心を惹かれる。「子犬の姿は愛しい」。
同情・哀れみ：かわいそうに思う気持ち。「あの子が愛しい」。 
「好き」との違い
「好き」が広範な好意であるのに対し、「愛しい」は、より深く、守りたくなるような、胸が締め付けられるような強い愛情を含んだ表現です。 
具体例
「赤ちゃんが愛しくてたまらない」
「遠く離れた恋人を愛しいと思う」
「一生懸命な姿が愛しい」
「愛しい」は、心から対象を慈しみ、特別な感情を抱くときに使われる、温かくも切ない響きを持った言葉です。","[""import"",""japanese""]",2026-02-22 11:13:32.875323+00,e1848554-ffae-479c-a8cd-4c0d77b7bed2,2026-03-19 15:55:50.007522+00,0,0,0,2026-03-19 15:55:50.007522+00,0,null,null,null,false,null,null,null,null,true,7dd3bab7-286f-440c-91cc-7364a4d66f31,null,null,"{""tables"":{""1"":{""rows"":[],""columns"":[]}}}",null,[],null,null
